pid,name,category,description,price,rating,brand
P000146,Yamaha Acoustic Microphone,Music & Instruments,The Yamaha acoustic microphone delivers multi-device compatibility with easy setup. Perfect for everyday use. Trusted by professionals.,1221.74,2.9,Yamaha
P000147,Hoya 360° Lens Filter Plus,Photography,Experience premium materials with the Hoya 360° lens filter. Designed for athletes and enthusiasts and long sessions. Trusted by professionals.,2241.96,3.9,Hoya
P000148,WeatherTech Portable Polish Kit Lite,Automotive,portable polish kit by WeatherTech. Features waterproof protection and ultra-lightweight construction. Ideal for everyday use and outdoor adventures. Backed by a 2-year warranty.,727.41,3.5,WeatherTech
P000149,Razer Hyper Mousepad,Gaming,hyper mousepad by Razer. Features premium materials and easy setup. Ideal for athletes and enthusiasts and travel and commuting. Rated 4.5+ stars by thousands.,1944.05,3.5,Razer
P000150,HarperCollins Complete Memoir,Books & Education,complete memoir by HarperCollins. Features advanced technology and long-lasting durability. Ideal for travel and commuting and athletes and enthusiasts. Ships same day.,1237.83,3.2,HarperCollins
P000151,Tommy Casual Loafers Elite,Fashion & Accessories,The Tommy casual loafers delivers multi-device compatibility with ergonomic design. Perfect for everyday use. Rated 4.5+ stars by thousands.,273.26,4.0,Tommy
P000152,Tumi Compact Packing Cubes Elite,Travel & Outdoors,Experience compact form factor with the Tumi compact packing cubes. Designed for outdoor adventures and professional work. Trusted by professionals.,1185.4,5.0,Tumi
P000153,Blue Buffalo Natural Harness Lite,Pet Care,The Blue Buffalo natural harness delivers long-lasting durability with easy setup. Perfect for professionals and experts. Backed by a 2-year warranty.,524.96,4.2,Blue Buffalo
P000154,Lifx Smart Storage Organiser Elite,Home & Living,smart storage organiser by Lifx. Features waterproof protection and long-lasting durability. Ideal for professionals and experts and home workouts. Ships same day.,2361.33,4.8,Lifx
P000155,Thule Waterproof Jump Starter Plus,Automotive,"waterproof jump starter by Thule. Features advanced technology and 360-degree coverage. Ideal for students and beginners and creative projects. Loved by 50,000+ buyers.",118.99,3.4,Thule
P000156,Lifx Compact Candle Set Max,Home & Living,"The Lifx compact candle set delivers premium materials with 360-degree coverage. Perfect for athletes and enthusiasts. Loved by 50,000+ buyers.",2094.18,5.0,Lifx
P000157,Deuter Waterproof Passport Holder,Travel & Outdoors,"waterproof passport holder by Deuter. Features advanced technology and fast performance. Ideal for long sessions and home workouts. Loved by 50,000+ buyers.",1909.38,4.7,Deuter
P000158,McGraw-Hill Bestselling Psychology X,Books & Education,bestselling psychology by McGraw-Hill. Features precision engineering and smart connectivity. Ideal for everyday use and students and beginners. Ships same day.,1005.23,5.0,McGraw-Hill
P000159,Prismacolor Student Canvas Elite,Art & Design,The Prismacolor student canvas delivers eco-friendly materials with premium materials. Perfect for creative projects. Award-winning design.,1545.83,2.7,Prismacolor
P000160,Ninja Non-Stick Air Fryer SE,Kitchen & Cooking,"non-stick air fryer by Ninja. Features ergonomic design and superior build quality. Ideal for creative projects and everyday use. Loved by 50,000+ buyers.",912.34,4.2,Ninja
P000161,Faber-Castell Eco-Friendly Watercolour Set V2,Art & Design,eco-friendly watercolour set by Faber-Castell. Features multi-device compatibility and ergonomic design. Ideal for home workouts and students and beginners. Rated 4.5+ stars by thousands.,2033.93,3.2,Faber-Castell
P000162,Wonderchef Professional Air Fryer SE,Kitchen & Cooking,professional air fryer by Wonderchef. Features easy setup and advanced technology. Ideal for outdoor adventures and outdoor adventures. Award-winning design.,449.19,4.6,Wonderchef
P000163,Prismacolor Professional Colour Pencils,Art & Design,The Prismacolor professional colour pencils delivers premium materials with advanced technology. Perfect for everyday use. Free returns within 30 days.,514.57,4.1,Prismacolor
P000164,Osprey Anti-Theft Travel Adapter SE,Travel & Outdoors,"anti-theft travel adapter by Osprey. Features fast performance and precision engineering. Ideal for home workouts and creative projects. Loved by 50,000+ buyers.",507.96,4.3,Osprey
P000165,Garmin Swift Jump Rope Elite,Sports & Fitness,"The Garmin swift jump rope delivers adjustable fit with adjustable fit. Perfect for students and beginners. Loved by 50,000+ buyers.",1627.89,4.2,Garmin
P000166,Instant Pot Smart Dutch Oven,Kitchen & Cooking,Experience waterproof protection with the Instant Pot smart dutch oven. Designed for home workouts and home workouts. Free returns within 30 days.,1352.56,4.1,Instant Pot
P000167,Bose Ultra Charger Plus,Electronics,ultra charger by Bose. Features 360-degree coverage and precision engineering. Ideal for home workouts and professionals and experts. Trusted by professionals.,1486.01,4.3,Bose
P000168,Instant Pot Cast Iron Knife Set Lite,Kitchen & Cooking,Experience superior build quality with the Instant Pot cast iron knife set. Designed for professional work and everyday use. Trusted by professionals.,799.26,4.8,Instant Pot
P000169,Dyson Minimalist Wall Clock,Home & Living,Experience ultra-lightweight construction with the Dyson minimalist wall clock. Designed for creative projects and home workouts. Free returns within 30 days.,239.91,4.6,Dyson
P000170,Hoya 360° Memory Card Plus,Photography,360° memory card by Hoya. Features ultra-lightweight construction and premium materials. Ideal for athletes and enthusiasts and home workouts. Ships same day.,1342.54,4.7,Hoya
P000171,Guess Casual Watch Elite,Fashion & Accessories,The Guess casual watch delivers ergonomic design with waterproof protection. Perfect for students and beginners. Backed by a 2-year warranty.,637.6,5.0,Guess
P000172,PetSafe Organic Leash,Pet Care,organic leash by PetSafe. Features advanced technology and advanced technology. Ideal for professional work and professional work. Free returns within 30 days.,907.76,3.2,PetSafe
P000173,McGraw-Hill Annotated Business Guide Elite,Books & Education,Experience superior build quality with the McGraw-Hill annotated business guide. Designed for home workouts and everyday use. Backed by a 2-year warranty.,2371.55,3.9,McGraw-Hill
P000174,Ray-Ban Minimalist Bracelet,Fashion & Accessories,minimalist bracelet by Ray-Ban. Features ergonomic design and ultra-lightweight construction. Ideal for travel and commuting and students and beginners. Rated 4.5+ stars by thousands.,2257.67,4.6,Ray-Ban
P000175,Blue Buffalo Ergonomic Cat Tree Elite,Pet Care,ergonomic cat tree by Blue Buffalo. Features long-lasting durability and precision engineering. Ideal for everyday use and athletes and enthusiasts. Backed by a 2-year warranty.,1704.81,4.4,Blue Buffalo
P000176,doTERRA Premium Probiotic Plus,Health & Wellness,The doTERRA premium probiotic delivers smart connectivity with ultra-lightweight construction. Perfect for travel and commuting. Trusted by professionals.,1840.12,4.0,doTERRA
P000177,Wiley Complete Biography V2,Books & Education,complete biography by Wiley. Features smart connectivity and smart connectivity. Ideal for travel and commuting and home workouts. Trusted by professionals.,584.29,3.9,Wiley
P000178,Armor All Premium Dash Cam,Automotive,Experience advanced technology with the Armor All premium dash cam. Designed for everyday use and outdoor adventures. Rated 4.5+ stars by thousands.,2357.44,4.7,Armor All
P000179,Fossil Bold Leather Belt Plus,Fashion & Accessories,bold leather belt by Fossil. Features adjustable fit and adjustable fit. Ideal for long sessions and long sessions. Ships same day.,948.96,3.7,Fossil
P000180,Anker Ultra Webcam Max,Electronics,ultra webcam by Anker. Features ergonomic design and smart connectivity. Ideal for professionals and experts and creative projects. Rated 4.5+ stars by thousands.,2093.91,4.0,Anker
P000181,Benro Waterproof Camera Strap,Photography,Experience multi-device compatibility with the Benro waterproof camera strap. Designed for outdoor adventures and athletes and enthusiasts. Award-winning design.,397.76,4.6,Benro
P000182,BenQ Ultra Monitor Plus,Gaming,The BenQ ultra monitor delivers precision engineering with long-lasting durability. Perfect for everyday use. Trusted by professionals.,2070.85,4.8,BenQ
P000183,Guess Minimalist Watch Lite,Fashion & Accessories,minimalist watch by Guess. Features precision engineering and multi-device compatibility. Ideal for creative projects and home workouts. Trusted by professionals.,2147.41,4.4,Guess
P000184,Bloomsbury Bestselling Biography Lite,Books & Education,"bestselling biography by Bloomsbury. Features whisper-quiet operation and smart connectivity. Ideal for travel and commuting and home workouts. Loved by 50,000+ buyers.",2090.72,4.6,Bloomsbury
P000185,Under Armour Elite Dumbbell Set X,Sports & Fitness,elite dumbbell set by Under Armour. Features waterproof protection and waterproof protection. Ideal for everyday use and creative projects. Backed by a 2-year warranty.,2316.48,5.0,Under Armour
P000186,Philips Ceramic Knife Set,Kitchen & Cooking,Experience long-lasting durability with the Philips ceramic knife set. Designed for professional work and home workouts. Ships same day.,687.9,4.8,Philips
P000187,Blue Studio Keyboard Elite,Music & Instruments,Experience ultra-lightweight construction with the Blue studio keyboard. Designed for everyday use and athletes and enthusiasts. Trusted by professionals.,51.49,3.8,Blue
P000188,Joby Wireless Ring Light Elite,Photography,Experience compact form factor with the Joby wireless ring light. Designed for professionals and experts and long sessions. Free returns within 30 days.,2386.45,4.2,Joby
P000189,Calm Organic Sleep Aid,Health & Wellness,organic sleep aid by Calm. Features adjustable fit and superior build quality. Ideal for creative projects and students and beginners. Award-winning design.,383.76,4.2,Calm
P000190,3M Heavy-Duty Car Charger SE,Automotive,The 3M heavy-duty car charger delivers waterproof protection with easy setup. Perfect for creative projects. Backed by a 2-year warranty.,917.48,4.3,3M
P000191,Logitech RGB Controller Elite,Gaming,"rgb controller by Logitech. Features compact form factor and easy setup. Ideal for home workouts and home workouts. Loved by 50,000+ buyers.",340.81,3.4,Logitech
P000192,Purina Automatic Automatic Feeder X,Pet Care,automatic automatic feeder by Purina. Features waterproof protection and 360-degree coverage. Ideal for travel and commuting and professional work. Rated 4.5+ stars by thousands.,841.19,3.2,Purina
P000193,Joseph Joseph Compact Desk Lamp Plus,Home & Living,compact desk lamp by Joseph Joseph. Features compact form factor and ultra-lightweight construction. Ideal for athletes and enthusiasts and long sessions. Free returns within 30 days.,8.72,3.9,Joseph Joseph
P000194,Guess Classic Sunglasses X,Fashion & Accessories,Experience long-lasting durability with the Guess classic sunglasses. Designed for outdoor adventures and long sessions. Rated 4.5+ stars by thousands.,136.57,3.5,Guess
P000195,Corsair Tactile Gaming Mouse,Gaming,The Corsair tactile gaming mouse delivers multi-device compatibility with long-lasting durability. Perfect for outdoor adventures. Trusted by professionals.,108.14,4.3,Corsair
P000196,Garmin Premium Car Vacuum Pro,Automotive,The Garmin premium car vacuum delivers ergonomic design with premium materials. Perfect for creative projects. Rated 4.5+ stars by thousands.,1007.68,3.3,Garmin
